Job Number,Operation Number,Machine Number,Operation Time,Start Time
12,79,272,11,87250
12,80,80,27,87261
12,81,359,28,87288
12,82,206,7,87316
12,83,38,24,87323
12,84,101,21,87347
12,85,221,5,87368
12,86,56,21,87373
12,87,301,1,87394
12,88,441,3,87395
12,89,483,5,87398
12,90,336,3,87403
12,91,57,7,87406
12,92,446,19,87413
12,93,317,6,87432
12,94,388,20,87438
12,95,329,26,87458
12,96,192,8,87484
12,97,310,25,87492
12,98,179,24,87517
12,99,104,15,87541
12,100,255,28,87556
12,101,103,16,87584
12,102,318,24,87600
12,103,309,20,87624
12,104,20,25,87644
12,105,46,17,87669
12,106,6,19,87686
12,107,40,21,87705
12,108,379,28,87726
12,109,425,11,87754
12,110,376,4,87765
12,111,201,18,87769
12,112,258,28,87787
12,113,322,6,87815
12,114,465,30,87821
12,115,438,20,87851
12,116,90,16,87871
12,117,439,19,87887
12,118,231,26,87906
12,119,77,28,87932
12,120,23,27,87960
12,121,307,12,87987
12,122,157,6,87999
12,123,389,29,88005
12,124,172,14,88034
12,125,410,4,88048
12,126,474,26,88052
12,127,229,28,88078
12,128,183,30,88106
12,129,196,24,88136
12,130,99,5,88160
12,131,417,15,88165
12,132,63,7,88180
12,133,182,26,88187
12,134,235,21,88213
12,135,343,5,88234
12,136,477,1,88239
12,137,362,15,88240
12,138,485,24,88255
12,139,413,19,88279
12,140,129,24,88298
12,141,478,14,88322
12,142,174,12,88336
12,143,12,6,88348
12,144,367,5,88354
12,145,412,28,88359
12,146,496,25,88387
12,147,15,23,88412
12,148,290,17,88435
12,149,117,22,88452
12,150,84,26,88474
12,151,2,26,88500
12,152,210,28,88526
12,153,334,9,88554
12,154,81,12,88563
12,155,312,18,88575
12,156,222,11,88593
12,157,305,6,88604
12,158,148,15,88610
12,159,45,17,88625
12,160,339,19,88642
12,161,244,21,88661
12,162,108,11,88682
12,163,490,23,88693
12,164,445,11,88716
12,165,304,22,88727
12,166,335,30,88749
12,167,42,11,88779
12,168,249,19,88790
12,169,340,30,88809
12,170,250,23,88839
12,171,251,2,88862
12,172,432,16,88864
12,173,171,22,88880
12,174,33,15,88902
12,175,107,28,88917
12,176,0,28,88945
12,177,467,26,88973
12,178,238,23,88999
12,179,390,21,89022
12,180,197,14,89043
12,181,368,15,89057
12,182,381,17,89072
12,183,344,10,89089
12,184,60,20,89099
12,185,168,3,89119
12,186,479,7,89122
12,187,289,1,89129
12,188,494,29,89130
12,189,121,22,89159
12,190,113,10,89181
12,191,274,24,89191
12,192,118,19,89215
12,193,9,8,89234
12,194,357,14,89242
12,195,405,30,89256
12,196,134,7,89286
12,197,131,23,89293
12,198,297,9,89316
12,199,288,3,89325
12,200,143,26,89328
12,201,308,19,89354
12,202,440,19,89373
12,203,421,17,89392
12,204,76,4,89409
12,205,422,7,89413
12,206,109,1,89420
12,207,75,14,89421
12,208,87,2,89435
12,209,351,14,89437
12,210,402,1,89451
12,211,128,11,89452
12,212,178,12,89463
12,213,3,12,89475
12,214,480,11,89487
12,215,25,20,89498
12,216,237,6,89518
12,217,43,20,89524
12,218,377,7,89544
12,219,74,24,89551
12,220,414,2,89575
12,221,68,2,89577
12,222,243,14,89579
12,223,169,20,89593
12,224,185,17,89613
12,225,472,5,89630
12,226,21,17,89635
12,227,200,1,89652
12,228,225,13,89653
12,229,298,28,89666
12,230,205,2,89694
12,231,22,15,89696
12,232,193,24,89711
12,233,462,21,89735
12,234,411,15,89756
12,235,186,1,89771
12,236,11,25,89772
12,237,208,5,89797
12,238,95,1,89802
12,239,175,9,89803
12,240,459,9,89812
12,241,393,26,89821
12,242,350,9,89847
12,243,261,20,89856
12,244,73,6,89876
12,245,61,10,89882
12,246,166,13,89892
12,247,332,1,89905
12,248,163,19,89906
12,249,355,26,89925
12,250,119,21,89951
12,251,227,12,89972
12,252,454,2,89984
12,253,476,28,89986
12,254,292,23,90014
12,255,79,20,90037
12,256,481,2,90057
12,257,32,30,90059
12,258,96,4,90089
12,259,8,25,90093
12,260,278,25,90118
12,261,499,19,90143
12,262,356,6,90162
12,263,383,10,90168
12,264,392,14,90178
12,265,468,10,90192
12,266,159,25,90202
12,267,254,9,90227
12,268,374,2,90236
12,269,132,14,90238
12,270,452,20,90252
12,271,173,25,90272
12,272,316,22,90297
12,273,409,13,90319
12,274,256,11,90332
12,275,487,7,90343
12,276,180,15,90350
12,277,112,26,90365
12,278,93,24,90391
12,279,55,18,90415
12,280,54,7,90433
12,281,236,29,90440
12,282,30,17,90469
12,283,187,25,90486
12,284,111,23,90511
12,285,105,16,90534
12,286,92,11,90550
12,287,387,27,90561
12,288,285,27,90588
12,289,94,4,90615
12,290,282,30,90619
12,291,497,24,90649
12,292,156,1,90673
12,293,138,8,90674
12,294,34,16,90682
12,295,333,30,90698
12,296,372,11,90728
12,297,267,14,90739
12,298,324,9,90753
12,299,212,24,90762
12,300,203,16,90786
12,301,302,6,90802
12,302,24,4,90808
12,303,369,5,90812
12,304,144,8,90817
12,305,114,19,90825
12,306,364,12,90844
12,307,330,23,90856
12,308,17,10,90879
12,309,70,16,90889
12,310,361,22,90905
12,311,16,24,90927
12,312,162,19,90951
12,313,264,15,90970
12,314,230,21,90985
12,315,295,10,91006
12,316,58,27,91016
12,317,447,16,91043
12,318,7,29,91059
12,319,466,18,91088
12,320,49,26,91106
12,321,226,7,91132
12,322,130,9,91139
12,323,416,9,91148
12,324,427,26,91157
12,325,102,12,91183
12,326,380,2,91195
12,327,265,26,91197
12,328,464,27,91223
12,329,215,19,91250
12,330,373,29,91269
12,331,451,12,91298
12,332,484,10,91310
12,333,277,29,91320
12,334,37,3,91349
12,335,207,21,91352
12,336,259,14,91373
12,337,498,7,91387
12,338,431,17,91394
12,339,83,28,91411
12,340,242,23,91439
12,341,442,1,91462
12,342,460,1,91463
12,343,126,16,91464
12,344,458,16,91480
12,345,141,10,91496
12,346,26,3,91506
12,347,85,6,91509
12,348,314,24,91515
12,349,209,30,91539
12,350,19,16,91569
12,351,360,26,91585
12,352,495,7,91611
12,353,51,24,91618
12,354,50,13,91642
12,355,97,9,91655
12,356,59,26,91664
12,357,170,22,91690
12,358,204,20,91712
12,359,420,10,91732
12,360,311,27,91742
12,361,48,13,91769
12,362,300,22,91782
12,363,399,14,91804
12,364,323,18,91818
12,365,408,8,91836
12,366,142,11,91844
12,367,296,14,91855
12,368,257,4,91869
12,369,106,6,91873
12,370,216,21,91879
12,371,69,11,91900
12,372,437,2,91911
12,373,165,3,91913
12,374,320,25,91916
12,375,489,23,91941
12,376,266,14,91964
12,377,396,20,91978
12,378,5,20,91998
12,379,247,21,92018
12,380,315,27,92039
12,381,428,23,92066
12,382,67,27,92089
12,383,453,22,92116
12,384,407,2,92138
12,385,36,30,92140
12,386,233,9,92170
12,387,299,29,92179
12,388,287,29,92208
12,389,491,10,92237
12,390,158,19,92247
12,391,160,21,92266
12,392,424,12,92287
12,393,406,9,92299
12,394,145,9,92308
12,395,78,13,92317
12,396,71,6,92330
12,397,44,23,92336
12,398,397,28,92359
12,399,31,29,92387
12,400,154,2,92416
12,401,239,24,92418
12,402,303,28,92442
12,403,419,16,92470
12,404,366,8,92486
12,405,39,16,92494
12,406,354,29,92510
12,407,363,20,92539
12,408,124,11,92559
12,409,358,16,92570
12,410,47,9,92586
12,411,35,18,92595
12,412,232,21,92613
12,413,341,7,92634
12,414,116,2,92641
12,415,353,18,92643
12,416,384,13,92661
12,417,456,11,92674
12,418,190,13,92685
12,419,89,30,92698
12,420,167,15,92728
12,421,269,23,92743
12,422,14,23,92766
12,423,493,28,92789
12,424,223,12,92817
12,425,347,5,92829
12,426,463,14,92834
12,427,342,28,92848
12,428,217,29,92876
12,429,224,3,92905
12,430,211,11,92908
12,431,486,30,92919
12,432,443,18,92949
12,433,140,21,92967
12,434,164,20,92988
12,435,403,4,93008
12,436,352,24,93012
12,437,423,7,93036
12,438,52,21,93043
12,439,240,15,93064
12,440,286,8,93079
12,441,435,6,93087
12,442,88,14,93093
12,443,375,13,93107
12,444,386,19,93120
12,445,127,12,93139
12,446,279,3,93151
12,447,434,13,93154
12,448,313,20,93167
12,449,268,15,93187
12,450,151,9,93202
12,451,220,26,93211
12,452,194,27,93237
12,453,147,21,93264
12,454,98,26,93285
12,455,473,26,93311
12,456,65,22,93337
12,457,321,10,93359
12,458,125,13,93369
12,459,328,28,93382
12,460,72,6,93410
12,461,378,5,93416
12,462,331,17,93421
12,463,281,30,93438
12,464,234,18,93468
12,465,1,17,93486
12,466,161,29,93503
12,467,120,19,93532
12,468,64,4,93551
12,469,263,26,93555
12,470,327,13,93581
12,471,248,27,93594
12,472,18,9,93621
12,473,395,4,93630
12,474,188,11,93634
12,475,218,23,93645
12,476,177,3,93668
12,477,482,2,93671
12,478,241,22,93673
12,479,326,28,93695
12,480,260,19,93723
12,481,415,25,93742
12,482,338,22,93767
12,483,436,22,93789
12,484,398,26,93811
12,485,348,18,93837
12,486,82,1,93855
12,487,404,14,93856
12,488,430,22,93870
12,489,275,14,93892
12,490,253,10,93906
12,491,370,24,93916
12,492,137,5,93940
12,493,471,19,93945
12,494,153,28,93964
12,495,270,17,93992
12,496,53,28,94009
12,497,28,28,94037
12,498,213,15,94065
12,499,181,14,94080
13,0,367,12,88359
13,1,413,13,88298
13,2,409,6,90332
13,3,227,22,90338
13,4,79,21,90360
13,5,331,11,93438
13,6,27,30,93449
13,7,136,1,93479
13,8,2,18,93480
13,9,400,28,93498
13,10,113,4,93526
13,11,90,2,93530
13,12,135,17,93532
13,13,476,30,93549
13,14,212,10,93579
13,15,277,18,93589
13,16,352,9,93607
13,17,273,21,93616
13,18,269,25,93637
13,19,163,12,93662
13,20,202,11,93674
13,21,195,22,93685
13,22,176,12,93707
13,23,32,16,93719
13,24,426,18,93735
13,25,153,24,93992
13,26,247,17,94016
13,27,430,21,94033
13,28,118,22,94054
13,29,416,28,94076
13,30,285,19,94104
13,31,414,12,94123
13,32,233,19,94135
13,33,62,2,94154
13,34,481,3,94156
13,35,440,1,94159
13,36,26,1,94160
13,37,473,18,94161
13,38,104,30,94179
13,39,234,29,94209
13,40,124,18,94238
13,41,141,10,94256
13,42,309,3,94266
13,43,13,22,94269
13,44,306,22,94291
13,45,172,16,94313
13,46,100,26,94329
13,47,52,12,94355
13,48,9,24,94367
13,49,241,13,94391
13,50,200,11,94404
13,51,209,25,94415
13,52,424,2,94440
13,53,450,16,94442
13,54,330,3,94458
13,55,88,23,94461
13,56,370,24,94484
13,57,72,12,94508
13,58,198,13,94520
13,59,391,27,94533
13,60,497,26,94560
13,61,10,2,94586
13,62,282,23,94588
13,63,84,30,94611
13,64,154,3,94641
13,65,251,24,94644
13,66,380,20,94668
13,67,427,5,94688
13,68,120,24,94693
13,69,348,19,94717
13,70,143,20,94736
13,71,295,11,94756
13,72,475,24,94767
13,73,417,9,94791
13,74,286,11,94800
13,75,207,1,94811
13,76,453,26,94812
13,77,305,2,94838
13,78,376,22,94840
13,79,81,4,94862
13,80,454,28,94866
13,81,157,8,94894
13,82,205,2,94902
13,83,257,20,94904
13,84,36,18,94924
13,85,337,18,94942
13,86,206,23,94960
13,87,239,25,94983
13,88,442,9,95008
13,89,329,3,95017
13,90,78,16,95020
13,91,218,11,95036
13,92,108,4,95047
13,93,382,23,95051
13,94,461,13,95074
13,95,29,17,95087
13,96,51,16,95104
13,97,351,30,95120
13,98,421,13,95150
13,99,8,10,95163
13,100,263,1,95173
13,101,236,16,95174
13,102,73,1,95190
13,103,480,17,95191
13,104,371,9,95208
13,105,182,2,95217
13,106,395,25,95219
13,107,225,1,95244
13,108,148,24,95245
13,109,190,11,95269
13,110,68,15,95280
13,111,186,30,95295
13,112,0,29,95325
13,113,71,18,95354
13,114,452,17,95372
13,115,152,3,95389
13,116,242,24,95392
13,117,354,12,95416
13,118,4,4,95428
13,119,69,4,95432
13,120,101,17,95436
13,121,459,2,95453
13,122,261,15,95455
13,123,356,23,95470
13,124,397,30,95493
13,125,138,14,95523
13,126,11,21,95537
13,127,53,15,95558
13,128,379,26,95573
13,129,122,25,95599
13,130,24,26,95624
13,131,235,13,95650
13,132,128,18,95663
13,133,255,19,95681
13,134,150,6,95700
13,135,191,1,95706
13,136,458,4,95707
13,137,220,20,95711
13,138,94,3,95731
13,139,224,16,95734
13,140,289,20,95750
13,141,469,26,95770
13,142,119,24,95796
13,143,449,9,95820
13,144,15,4,95829
13,145,240,6,95833
13,146,362,6,95839
13,147,196,8,95845
13,148,151,16,95853
13,149,317,19,95869
13,150,443,14,95888
13,151,296,20,95902
13,152,92,2,95922
13,153,48,30,95924
13,154,314,4,95954
13,155,327,26,95958
13,156,495,30,95984
13,157,438,3,96014
13,158,203,24,96017
13,159,460,21,96041
13,160,201,8,96062
13,161,496,4,96070
13,162,125,11,96074
13,163,160,9,96085
13,164,433,10,96094
13,165,332,7,96104
13,166,304,27,96111
13,167,259,29,96138
13,168,99,4,96167
13,169,358,10,96171
13,170,229,7,96181
13,171,80,27,96188
13,172,59,3,96215
13,173,472,7,96218
13,174,199,29,96225
13,175,89,27,96254
13,176,493,30,96281
13,177,184,19,96311
13,178,353,21,96330
13,179,74,13,96351
13,180,228,16,96364
13,181,67,20,96380
13,182,486,20,96400
13,183,175,26,96420
13,184,96,20,96446
13,185,102,23,96466
13,186,479,15,96489
13,187,499,14,96504
13,188,365,8,96518
13,189,340,26,96526
13,190,126,24,96552
13,191,171,29,96576
13,192,266,21,96605
13,193,248,15,96626
13,194,412,25,96641
13,195,35,14,96666
13,196,37,3,96680
13,197,106,25,96683
13,198,204,27,96708
13,199,166,12,96735
13,200,436,26,96747
13,201,5,23,96773
13,202,402,7,96796
13,203,375,5,96803
13,204,359,15,96808
13,205,268,21,96823
13,206,276,15,96844
13,207,278,12,96859
13,208,363,30,96871
13,209,487,11,96901
13,210,303,25,96912
13,211,270,23,96937
13,212,54,17,96960
13,213,237,19,96977
13,214,193,10,96996
13,215,441,10,97006
13,216,256,22,97016
13,217,112,9,97038
13,218,434,24,97047
13,219,298,27,97071
13,220,474,7,97098
13,221,448,28,97105
13,222,407,16,97133
13,223,127,29,97149
13,224,254,18,97178
13,225,343,22,97196
13,226,110,30,97218
13,227,470,8,97248
13,228,95,1,97256
13,229,49,14,97257
13,230,336,8,97271
13,231,468,11,97279
13,232,66,13,97290
13,233,156,3,97303
13,234,320,1,97306
13,235,223,25,97307
13,236,420,29,97332
13,237,188,2,97361
13,238,22,2,97363
13,239,211,6,97365
13,240,214,8,97371
13,241,498,15,97379
13,242,398,28,97394
13,243,392,6,97422
13,244,246,3,97428
13,245,174,5,97431
13,246,444,16,97436
13,247,445,18,97452
13,248,384,20,97470
13,249,123,13,97490
13,250,281,21,97503
13,251,75,22,97524
13,252,404,14,97546
13,253,394,28,97560
13,254,388,12,97588
13,255,447,10,97600
13,256,280,22,97610
13,257,291,21,97632
13,258,244,27,97653
13,259,144,3,97680
13,260,418,4,97683
13,261,7,1,97687
13,262,284,12,97688
13,263,431,30,97700
13,264,265,12,97730
13,265,324,10,97742
13,266,364,10,97752
13,267,16,23,97762
13,268,462,28,97785
13,269,310,17,97813
13,270,178,26,97830
13,271,483,22,97856
13,272,250,21,97878
13,273,463,26,97899
13,274,44,11,97925
13,275,194,20,97936
13,276,465,11,97956
13,277,158,17,97967
13,278,328,16,97984
13,279,283,1,98000
13,280,77,28,98001
13,281,446,8,98029
13,282,456,3,98037
13,283,316,29,98040
13,284,107,6,98069
13,285,346,28,98075
13,286,422,20,98103
13,287,167,26,98123
13,288,30,1,98149
13,289,366,24,98150
13,290,147,23,98174
13,291,131,3,98197
13,292,40,27,98200
13,293,360,8,98227
13,294,93,9,98235
13,295,168,19,98244
13,296,139,5,98263
13,297,429,1,98268
13,298,50,4,98269
13,299,231,17,98273
13,300,56,15,98290
13,301,464,13,98305
13,302,299,27,98318
13,303,216,24,98345
13,304,208,14,98369
13,305,185,8,98383
13,306,226,21,98391
13,307,485,20,98412
13,308,169,4,98432
13,309,339,27,98436
13,310,292,30,98463
13,311,315,16,98493
13,312,342,12,98509
13,313,334,10,98521
13,314,300,8,98531
13,315,435,21,98539
13,316,471,17,98560
13,317,406,17,98577
13,318,132,19,98594
13,319,344,29,98613
13,320,322,21,98642
13,321,385,11,98663
13,322,467,13,98674
13,323,183,28,98687
13,324,116,12,98715
13,325,129,17,98727
13,326,140,7,98744
13,327,347,7,98751
13,328,321,23,98758
13,329,6,11,98781
13,330,18,30,98792
13,331,63,26,98822
13,332,109,27,98848
13,333,389,24,98875
13,334,55,1,98899
13,335,455,18,98900
13,336,275,30,98918
13,337,410,24,98948
13,338,46,5,98972
13,339,17,16,98977
13,340,494,11,98993
13,341,65,14,99004
13,342,325,26,99018
13,343,307,25,99044
13,344,33,23,99069
13,345,482,30,99092
13,346,274,21,99122
13,347,253,8,99143
13,348,161,14,99151
13,349,387,26,99165
13,350,14,12,99191
13,351,111,16,99203
13,352,287,9,99219
13,353,20,18,99228
13,354,238,22,99246
13,355,61,22,99268
13,356,130,24,99290
13,357,252,11,99314
13,358,210,18,99325
13,359,21,30,99343
13,360,219,27,99373
13,361,386,27,99400
13,362,267,21,99427
13,363,221,11,99448
13,364,146,23,99459
13,365,230,29,99482
13,366,165,20,99511
13,367,45,7,99531
13,368,488,6,99538
13,369,439,5,99544
13,370,103,4,99549
13,371,1,15,99553
13,372,408,27,99568
13,373,83,23,99595
13,374,133,28,99618
13,375,401,26,99646
13,376,478,19,99672
13,377,338,21,99691
13,378,155,27,99712
13,379,60,10,99739
13,380,312,10,99749
13,381,415,19,99759
13,382,477,29,99778
13,383,399,16,99807
13,384,491,23,99823
13,385,115,13,99846
13,386,137,30,99859
13,387,350,12,99889
13,388,187,6,99901
13,389,162,23,99907
13,390,369,25,99930
13,391,271,28,99955
13,392,39,18,99983
13,393,333,13,100001
13,394,313,25,100014
13,395,64,19,100039
13,396,28,17,100058
13,397,213,28,100075
13,398,451,25,100103
13,399,58,16,100128
13,400,87,1,100144
13,401,294,13,100145
13,402,243,2,100158
13,403,258,16,100160
13,404,232,21,100176
13,405,374,16,100197
13,406,12,9,100213
13,407,405,20,100222
13,408,85,17,100242
13,409,423,30,100259
13,410,249,6,100289
13,411,323,2,100295
13,412,302,18,100297
13,413,222,18,100315
13,414,489,25,100333
13,415,403,7,100358
13,416,311,12,100365
13,417,149,16,100377
13,418,272,20,100393
13,419,355,25,100413
13,420,25,8,100438
13,421,293,12,100446
13,422,492,12,100458
13,423,245,24,100470
13,424,345,25,100494
13,425,432,1,100519
13,426,197,9,100520
13,427,260,24,100529
13,428,301,12,100553
13,429,349,22,100565
13,430,215,16,100587
13,431,142,21,100603
13,432,31,28,100624
13,433,82,1,100652
13,434,484,30,100653
13,435,57,8,100683
13,436,170,18,100691
13,437,134,30,100709
13,438,457,11,100739
13,439,114,9,100750
13,440,437,13,100759
13,441,179,15,100772
13,442,326,30,100787
13,443,396,30,100817
13,444,177,21,100847
13,445,373,24,100868
13,446,318,10,100892
13,447,41,5,100902
13,448,70,5,100907
13,449,279,10,100912
13,450,341,19,100922
13,451,264,10,100941
13,452,393,14,100951
13,453,419,8,100965
13,454,97,20,100973
13,455,105,14,100993
13,456,335,5,101007
13,457,159,14,101012
13,458,425,14,101026
13,459,262,30,101040
13,460,180,16,101070
13,461,378,2,101086
13,462,381,12,101088
13,463,47,18,101100
13,464,189,27,101118
13,465,173,14,101145
13,466,377,6,101159
13,467,98,11,101165
13,468,34,26,101176
13,469,117,17,101202
13,470,42,26,101219
13,471,164,19,101245
13,472,19,14,101264
13,473,411,16,101278
13,474,3,1,101294
13,475,181,10,101295
13,476,297,11,101305
13,477,361,20,101316
13,478,490,4,101336
13,479,91,20,101340
13,480,23,19,101360
13,481,319,6,101379
13,482,217,17,101385
13,483,383,19,101402
13,484,76,19,101421
13,485,357,15,101440
13,486,368,16,101455
13,487,43,8,101471
13,488,145,9,101479
13,489,121,7,101488
13,490,390,1,101495
13,491,372,17,101496
13,492,86,13,101513
13,493,290,4,101526
13,494,428,28,101530
13,495,288,14,101558
13,496,308,9,101572
13,497,192,2,101581
13,498,466,3,101583
13,499,38,1,101586
14,0,414,3,94135
14,1,128,29,95681
14,2,171,20,96605
14,3,27,7,96625
14,4,125,17,96632
14,5,279,17,100922
14,6,274,14,100939
14,7,313,8,100953
14,8,365,23,100961
14,9,243,5,100984
14,10,263,12,100989
14,11,318,4,101001
14,12,264,17,101005
14,13,161,12,101022
14,14,178,23,101034
14,15,72,18,101057
14,16,149,8,101075
14,17,309,29,101083
14,18,320,27,101112
14,19,358,22,101139
14,20,402,4,101161
14,21,36,15,101165
14,22,140,14,101180
14,23,194,5,101194
14,24,391,17,101199
14,25,381,24,101216
14,26,454,7,101240
14,27,2,15,101247
14,28,227,13,101262
14,29,83,17,101275
14,30,447,23,101292
14,31,60,23,101315
14,32,438,1,101338
14,33,162,26,101339
14,34,49,4,101365
14,35,67,11,101369
14,36,410,16,101380
14,37,448,7,101396
14,38,372,22,101513
14,39,88,15,101535
14,40,148,1,101550
14,41,498,8,101551
14,42,405,16,101559
14,43,421,7,101575
14,44,13,2,101582
14,45,460,24,101584
14,46,450,28,101608
14,47,154,6,101636
14,48,382,18,101642
14,49,419,26,101660
14,50,393,18,101686
14,51,186,7,101704
14,52,120,26,101711
14,53,0,15,101737
14,54,217,21,101752
14,55,91,8,101773
14,56,214,12,101781
14,57,299,14,101793
14,58,267,26,101807
14,59,273,14,101833
14,60,222,3,101847
14,61,287,25,101850
14,62,280,23,101875
14,63,7,21,101898
14,64,307,6,101919
14,65,261,24,101925
14,66,293,19,101949
14,67,497,7,101968
14,68,439,18,101975
14,69,475,12,101993
14,70,69,20,102005
14,71,150,6,102025
14,72,152,6,102031
14,73,472,20,102037
14,74,189,18,102057
14,75,180,2,102075
14,76,398,10,102077
14,77,314,8,102087
14,78,20,28,102095
14,79,369,11,102123
14,80,364,5,102134
14,81,422,9,102139
14,82,15,30,102148
14,83,394,24,102178
14,84,230,10,102202
14,85,68,23,102212
14,86,349,9,102235
14,87,12,18,102244
14,88,283,12,102262
14,89,269,20,102274
14,90,135,11,102294
14,91,205,13,102305
14,92,228,16,102318
14,93,361,9,102334
14,94,39,14,102343
14,95,395,21,102357
14,96,97,12,102378
14,97,366,7,102390
14,98,16,28,102397
14,99,353,23,102425
14,100,185,25,102448
14,101,260,3,102473
14,102,53,16,102476
14,103,147,3,102492
14,104,465,13,102495
14,105,245,26,102508
14,106,42,11,102534
14,107,336,9,102545
14,108,29,17,102554
14,109,184,25,102571
14,110,253,6,102596
14,111,23,23,102602
14,112,114,25,102625
14,113,108,6,102650
14,114,456,5,102656
14,115,491,25,102661
14,116,331,30,102686
14,117,40,5,102716
14,118,41,8,102721
14,119,328,7,102729
14,120,204,29,102736
14,121,386,18,102765
14,122,368,22,102783
14,123,137,6,102805
14,124,259,15,102811
14,125,237,10,102826
14,126,408,5,102836
14,127,197,30,102841
14,128,407,24,102871
14,129,431,3,102895
14,130,100,25,102898
14,131,262,27,102923
14,132,101,3,102950
14,133,373,15,102953
14,134,79,11,102968
14,135,183,26,102979
14,136,235,9,103005
14,137,413,3,103014
14,138,327,30,103017
14,139,288,25,103047
14,140,19,8,103072
14,141,170,4,103080
14,142,284,15,103084
14,143,252,10,103099
14,144,432,8,103109
14,145,356,2,103117
14,146,272,30,103119
14,147,156,8,103149
14,148,95,30,103157
14,149,182,19,103187
14,150,181,9,103206
14,151,300,17,103215
14,152,202,29,103232
14,153,106,27,103261
14,154,397,8,103288
14,155,6,21,103296
14,156,232,12,103317
14,157,175,22,103329
14,158,31,29,103351
14,159,75,29,103380
14,160,347,3,103409
14,161,426,17,103412
14,162,191,11,103429
14,163,289,14,103440
14,164,134,12,103454
14,165,305,6,103466
14,166,461,2,103472
14,167,297,12,103474
14,168,355,3,103486
14,169,99,26,103489
14,170,246,13,103515
14,171,119,20,103528
14,172,350,17,103548
14,173,59,28,103565
14,174,376,27,103593
14,175,352,4,103620
14,176,316,28,103624
14,177,223,3,103652
14,178,319,13,103655
14,179,153,26,103668
14,180,429,27,103694
14,181,485,28,103721
14,182,281,10,103749
14,183,417,25,103759
14,184,346,18,103784
14,185,383,10,103802
14,186,76,28,103812
14,187,404,26,103840
14,188,157,17,103866
14,189,490,18,103883
14,190,220,11,103901
14,191,434,18,103912
14,192,117,24,103930
14,193,340,10,103954
14,194,111,29,103964
14,195,37,10,103993
14,196,165,11,104003
14,197,379,9,104014
14,198,496,3,104023
14,199,459,13,104026
14,200,90,3,104039
14,201,132,6,104042
14,202,212,18,104048
14,203,257,3,104066
14,204,435,22,104069
14,205,470,21,104091
14,206,452,12,104112
14,207,62,16,104124
14,208,54,16,104140
14,209,250,12,104156
14,210,221,5,104168
14,211,80,16,104173
14,212,251,29,104189
14,213,11,9,104218
14,214,270,17,104227
14,215,207,15,104244
14,216,277,9,104259
14,217,294,22,104268
14,218,344,28,104290
14,219,291,1,104318
14,220,483,30,104319
14,221,474,23,104349
14,222,130,27,104372
14,223,211,4,104399
14,224,342,10,104403
14,225,218,26,104413
14,226,248,12,104439
14,227,210,7,104451
14,228,81,23,104458
14,229,70,29,104481
14,230,430,27,104510
14,231,296,1,104537
14,232,387,14,104538
14,233,409,2,104552
14,234,187,13,104554
14,235,406,18,104567
14,236,325,20,104585
14,237,420,26,104605
14,238,484,18,104631
14,239,58,12,104649
14,240,330,27,104661
14,241,457,5,104688
14,242,34,1,104693
14,243,190,11,104694
14,244,362,16,104705
14,245,268,16,104721
14,246,155,5,104737
14,247,96,6,104742
14,248,50,19,104748
14,249,351,6,104767
14,250,163,15,104773
14,251,468,25,104788
14,252,302,2,104813
14,253,463,18,104815
14,254,87,10,104833
14,255,480,5,104843
14,256,77,18,104848
14,257,63,9,104866
14,258,195,30,104875
14,259,14,17,104905
14,260,131,11,104922
14,261,51,9,104933
14,262,258,25,104942
14,263,476,2,104967
14,264,133,17,104969
14,265,339,2,104986
14,266,85,28,104988
14,267,462,2,105016
14,268,167,16,105018
14,269,453,13,105034
14,270,423,18,105047
14,271,18,24,105065
14,272,24,3,105089
14,273,359,7,105092
14,274,113,5,105099
14,275,418,10,105104
14,276,275,21,105114
14,277,440,9,105135
14,278,52,15,105144
14,279,487,19,105159
14,280,492,26,105178
14,281,47,17,105204
14,282,324,7,105221
14,283,176,12,105228
14,284,231,10,105240
14,285,378,22,105250
14,286,216,24,105272
14,287,240,25,105296
14,288,471,27,105321
14,289,55,14,105348
14,290,403,1,105362
14,291,35,15,105363
14,292,401,17,105378
14,293,380,22,105395
14,294,451,23,105417
14,295,192,8,105440
14,296,174,12,105448
14,297,44,27,105460
14,298,367,9,105487
14,299,65,17,105496
14,300,335,10,105513
14,301,229,5,105523
14,302,203,14,105528
14,303,238,22,105542
14,304,499,30,105564
14,305,449,25,105594
14,306,337,28,105619
14,307,315,9,105647
14,308,127,20,105656
14,309,343,23,105676
14,310,56,5,105699
14,311,390,15,105704
14,312,445,4,105719
14,313,271,20,105723
14,314,442,19,105743
14,315,198,16,105762
14,316,310,2,105778
14,317,374,30,105780
14,318,363,26,105810
14,319,138,4,105836
14,320,160,18,105840
14,321,112,15,105858
14,322,4,2,105873
14,323,292,11,105875
14,324,396,19,105886
14,325,326,19,105905
14,326,209,1,105924
14,327,57,27,105925
14,328,493,5,105952
14,329,306,20,105957
14,330,411,10,105977
14,331,317,13,105987
14,332,370,8,106000
14,333,433,2,106008
14,334,143,30,106010
14,335,208,4,106040
14,336,144,30,106044
14,337,488,16,106074
14,338,30,2,106090
14,339,94,10,106092
14,340,225,24,106102
14,341,254,18,106126
14,342,301,16,106144
14,343,28,25,106160
14,344,388,1,106185
14,345,71,4,106186
14,346,375,6,106190
14,347,193,23,106196
14,348,400,12,106219
